TicketID,CreatedDate,ClosedDate,Priority,Status,CategoryID,CategoryText,Department,AssignedAgentID,FirstResponseMinutes,ReopenedFlag
T0002348,2025-02-25 09:34:48.524794,2025-02-27 10:35:07.366355,P4,Closed,C009,Access Request ,Finance,A0029,71.0,0
T0002033,2025-01-25 21:01:48.524794,2025-01-27 15:45:21.767690,P4,Resolved,C012,Teams Issue,Engineering,A0043,71.0,0
T0001599,2024-12-11 13:57:48.524794,,P3,Pending User,C005,INSTALL SOFTWARE,Operations,A0020,,0
T0003083,2025-05-15 10:11:48.524794,2025-05-15 13:21:58.867231,P2,Closed,C008,Application Failure,Sales,A0013,25.0,0
T0000042,2024-07-04 21:46:48.524794,2024-07-05 09:40:51.495403,P3,Closed,C006,Replace Laptop,Legal,A0042,39.0,0
T0003422,2025-06-19 01:17:48.524794,2025-06-19 19:48:21.516245,P4,Closed,C012,collaboration tool,Procurement,A0035,14.0,0
T0002566,2025-03-21 00:57:48.524794,2025-03-21 14:20:35.011119,P3,Resolved,C001,Outlook Issue,Marketing,A0048,122.0,0
T0003266,2025-06-01 07:49:48.524794,,P3,In Progress,C004,Password Reset / Account Lock,Operations,A0033,2.0,0
T0000632,2024-09-01 00:47:48.524794,2024-09-01 08:20:30.374242,P3,Closed,C006,REPLACE LAPTOP,Finance,A0039,59.0,0
T0000341,2024-08-02 09:47:48.524794,,P3,In Progress,C010,SECURITY ALERT,Customer Support,A0030,1.0,0
T0002550,2025-03-19 20:15:48.524794,,P4,Pending User,C009,new access,Legal,A0054,135.0,0
T0000147,2024-07-15 02:21:48.524794,2024-07-15 16:45:31.769257,Medium,Resolved,C012,Collaboration Tool,Sales,A0028,19.0,0
T0003616,2025-07-07 15:11:48.524794,,P4,In Progress,C003,Wi-Fi / LAN Connectivity,Marketing,A0051,72.0,0
T0003389,2025-06-14 20:15:48.524794,2025-06-15 04:55:44.504756,P3,Closed,C002,VPN / Remote Access,Finance,A0046,24.0,0
T0004130,2025-09-01 15:04:48.524794,,P4,Open,C008,application failure,Finance,A0007,,0
T0002602,2025-03-25 16:10:48.524794,2025-03-25 22:07:17.473655,P3,Resolved,C002,VPN,HR,A0001,1.0,1
T0003149,2025-05-20 21:20:48.524794,2025-05-22 13:58:20.568235,P3,Closed,C005,Software Install,Customer Support,A0045,86.0,0
T0002008,2025-01-23 12:11:48.524794,2025-01-23 17:37:14.228212,P2,Resolved,C004,Account Locked,Sales,A0010,3.0,0
T0003059,2025-05-11 22:08:48.524794,,P2,In Progress,C002,VPN / Remote Access ,Sales,A0039,165.0,0
T0003229,2025-05-28 19:01:48.524794,,P2,In Progress,C004,Account Locked,Engineering,A0001,13.0,0
T0002831,2025-04-19 10:54:48.524794,,P3,Pending User,C004,Password Reset / Account Lock,HR,A0032,18.0,0
T0004879,2025-11-19 13:54:48.524794,2025-11-20 04:45:10.819607,P3,Closed,C009,Access Req,Engineering,A0051,21.0,0
T0002880,2025-04-24 13:26:48.524794,2025-04-25 05:16:29.460386,P3,Closed,C011,Performance / Slowness,Sales,A0052,18.0,0
T0003565,2025-07-01 06:29:48.524794,2025-07-01 16:33:59.846509,P3,Closed,C009,ACCESS REQUEST,IT,A0048,19.0,0
T0000207,2024-07-21 01:17:48.524794,2024-07-21 03:34:45.183698,P1,Closed,C011,PERFORMANCE ISSUE,Engineering,A0055,28.0,0
T0001230,2024-11-02 16:53:48.524794,,P2 ,In Progress,C010,Alert - Security,Engineering,A0059,126.0,0
T0000900,2024-09-28 01:40:48.524794,2024-09-29 10:11:43.236087,P3,Closed,C006,Hardware Replace,Customer Support,A0013,10.0,0
T0001371,2024-11-17 00:58:48.524794,2024-11-18 17:44:09.381185,P3,Closed,C009,access req,Legal,A0057,14.0,0
T0001153,2024-10-25 16:36:48.524794,,P3,In Progress,C006,replace laptop,Procurement,A0001,163.0,0
T0004694,2025-10-28 13:37:48.524794,2025-10-29 05:40:53.638545,P3,Resolved,C003,Wifi Issue,Customer Support,A0011,155.0,0
T0001396,2024-11-21 08:52:48.524794,2024-11-21 12:32:32.345829,P2 ,Closed,C008,Application Crash,Engineering,A0054,,1
T0001488,2024-11-29 19:04:48.524794,2024-11-30 12:03:18.886881,P3,Closed,C003,WIFI ISSUE ,Procurement,A0011,53.0,0
T0001838,2025-01-05 19:29:48.524794,2025-01-06 01:13:50.236879,P2,Closed,C001,EMAIL ISSUE,Operations,A0046,18.0,0
T0004926,2025-11-24 14:08:48.524794,2025-11-25 08:00:44.953235,P3,Closed,C003,WIFI ISSUE,Sales,A0043,41.0,0
T0000912,2024-09-29 05:23:48.524794,2024-09-29 21:29:21.393933,P3,Closed,C007,Printer Issue,Customer Support,A0041,12.0,0
T0004975,2025-11-28 21:57:48.524794,2025-12-01 01:30:00.068089,P4,Closed,C002,VPN,Marketing,A0012,132.0,0
T0002139,2025-02-04 17:44:48.524794,2025-02-09 14:43:15.460029,P4,Closed,C005,Software Install,IT,A0037,144.0,0
T0001132,2024-10-23 02:42:48.524794,2024-10-23 11:24:12.604970,P1,Resolved,C009,New Access,HR,A0038,137.0,0
T0003438,2025-06-20 06:00:48.524794,2025-06-20 19:41:11.347611,P3,Closed,C006,Hardware Replace,Human Resources,A0049,28.0,0
T0002178,2025-02-08 13:23:48.524794,2025-02-09 08:24:42.442867,P3,Resolved,C011,Slowness ,Procurement,A0003,29.0,0
T0003659,2025-07-10 17:55:48.524794,2025-07-14 21:59:51.961188,P4,Closed,C004,Pwd Reset,Engineering,A0028,67.0,0
T0003838,2025-07-31 05:51:48.524794,,P3,In Progress,C006,Hardware Replacement,Procurement,A0010,7.0,0
T0001612,2024-12-12 18:40:48.524794,2024-12-13 08:05:43.334433,P3,Resolved,C002,VPN / REMOTE ACCESS,IT,A0022,69.0,0
T0003882,2025-08-04 09:10:48.524794,2025-08-06 17:17:02.924320,P4,Resolved,C003,LAN Connectivity,Legal,A0002,28.0,0
T0002940,2025-05-01 01:13:48.524794,2025-05-01 14:17:31.416740,P3,Closed,C009,ACCESS REQUEST,Customer Support,A0052,18.0,0
T0003829,2025-07-30 06:26:48.524794,,P2,In Progress,C002,Remote Access,Engineering,A0060,1.0,0
T0001828,2025-01-04 14:57:48.524794,2025-01-05 02:22:46.224008,P3,Resolved,C006,replace laptop,HR,A0019,49.0,0
T0000379,2024-08-05 16:23:48.524794,,P4,In Progress,C012,Teams Issue,Operations,A0052,51.0,1
T0000273,2024-07-27 13:07:48.524794,2024-07-28 07:31:34.554502,P3,Closed,C004,PASSWORD RESET / ACCOUNT LOCK,Sales,A0051,63.0,0
T0001668,2024-12-19 13:44:48.524794,,P2,PENDING USER,C008,application failure,Legal,A0054,38.0,0
T0001320,2024-11-11 19:23:48.524794,,Medium,Pending User,C004,account locked,Marketing,A0051,91.0,0
T0003106,2025-05-17 01:31:48.524794,2025-05-17 14:14:09.271054,P3,Resolved,C012,Collaboration Tool,Sales,A0052,114.0,0
T0003402,2025-06-16 01:56:48.524794,,P4 ,Open,C001,EMAIL ,HR,A0007,308.0,0
T0001263,2024-11-06 10:37:48.524794,2024-11-07 08:58:50.849721,P3,Resolved,C008,App Crash,Customer Support,A0002,69.0,0
T0002166,2025-02-06 22:47:48.524794,2025-02-07 09:18:38.294133,P3,Closed,C003,WI-FI / LAN CONNECTIVITY,IT,A0058,53.0,0
T0005183,2025-12-19 16:18:48.524794,2025-12-20 04:22:52.852938,P3,Closed,C006,Replace Laptop,IT,A0054,2.0,0
T0003976,2025-08-14 12:22:48.524794,2025-08-14 14:14:28.272312,P1,Resolved,C004,Password Reset / Account Lock,Marketing,A0023,266.0,0
T0002868,2025-04-22 21:55:48.524794,2025-04-24 02:05:09.744279,P3,Resolved,C009,Access Req,IT,A0035,8.0,0
T0001106,2024-10-20 08:27:48.524794,,P2,Pending User,C002,VPN / Remote Access,HR,A0003,2.0,0
T0001097,2024-10-19 00:33:48.524794,,P3,In Progress,C003,LAN Connectivity,Engineering,A0060,59.0,0
T0000786,2024-09-16 21:58:48.524794,,P3,Pending User,C006,Hardware Replace,Operations,A0043,48.0,0
T0003917,2025-08-09 00:37:48.524794,2025-08-11 12:16:14.231571,P4,Closed,C003,Wifi Issue,Engineering,A0038,10.0,0
T0004882,2025-11-19 18:15:48.524794,2025-11-20 12:51:58.870771,P2 ,Closed,C004,Password Reset / Account Lock,Procurement,A0046,13.0,0
T0004541,2025-10-13 00:08:48.524794,,P3,In Progress,C006,Hardware Replacement,HR,A0009,,0
T0001821,2025-01-03 14:43:48.524794,2025-01-04 04:01:04.360109,P2,Resolved,C005,Software Installation,HR,A0023,28.0,1
T0001310,2024-11-10 20:40:48.524794,2024-11-11 15:54:18.798037,P3,Closed,C002,vpn,Customer Support,A0048,245.0,0
T0004410,2025-09-28 18:55:48.524794,2025-09-29 01:51:52.254148,P3,Closed,C004,Password Reset / Account Lock,Engineering,A0046,21.0,0
T0004280,2025-09-15 21:14:48.524794,2025-09-16 22:47:23.427222,P3,Resolved,C004,Pwd Reset,Engineering,A0035,150.0,0
T0000540,2024-08-21 11:30:48.524794,,P3,Open,C011,slowness,Finance,A0049,292.0,0
T0003218,2025-05-27 19:35:48.524794,,P2,Open,C001,Outlook Issue,Marketing,A0027,55.0,0
T0003987,2025-08-15 06:47:48.524794,2025-08-15 20:04:40.502113,P-3,Resolved,C003,Wi-Fi / LAN Connectivity,Operations,A0036,65.0,0
T0004074,2025-08-25 18:38:48.524794,2025-08-26 08:01:41.403515,Medium,Closed,C004,Password Reset / Account Lock,Sales,A0056,108.0,0
T0000495,2024-08-15 23:04:48.524794,,P3,In Progress,C008,Application Crash,Engineering,A0040,2.0,0
T0001829,2025-01-04 20:04:48.524794,2025-01-05 04:13:32.636953,Medium,Closed,C006,Hardware Replace,Engineering,A0021,146.0,0
T0004971,2025-11-28 16:14:48.524794,2025-12-03 02:34:59.648993,P4,Resolved,C005,Software Installation,Engineering,A0053,38.0,0
T0002670,2025-04-01 16:19:48.524794,,P3,In Progress,C004,Pwd Reset ,Engineering,A0025,84.0,0
T0002584,2025-03-23 13:01:48.524794,,P3,Open,C008,App Crash,Marketing,A0038,176.0,0
T0002918,2025-04-28 07:29:48.524794,,P3,In Progress,C003,LAN Connectivity,Customer Support,A0003,103.0,0
T0004520,2025-10-11 07:20:48.524794,2025-10-11 09:38:39.058619,P2 ,Closed,C003,WI-FI / LAN CONNECTIVITY,Operations,A0049,51.0,0
T0000434,2024-08-10 22:07:48.524794,2024-08-17 12:36:41.543165,P4,Closed,C007,Peripheral,Finance,A0012,15.0,0
T0002661,2025-03-31 21:02:48.524794,2025-04-07 07:58:37.480732,P4,Closed,C008,App Crash ,Engineering,A0054,21.0,0
T0001942,2025-01-16 12:37:48.524794,2025-01-16 22:01:58.152119,P2,Closed,C006,Hardware Replace,Marketing,A0025,14.0,0
T0000295,2024-07-29 22:00:48.524794,2024-07-30 03:45:43.298004,P3,Resolved,C003,LAN Connectivity,Operations,A0027,39.0,0
T0000399,2024-08-07 06:43:48.524794,,P3,Pending User,C005,SOFTWARE INSTALLATION,Legal,A0027,19.0,0
T0001935,2025-01-15 23:43:48.524794,2025-01-16 06:02:55.121409,P2,Closed,C012,MS TEAMS / COLLABORATION,Engineering,A0016,25.0,0
T0005116,2025-12-12 16:21:48.524794,,P3,In Progress,C012,Teams Issue,IT,A0048,63.0,0
T0002128,2025-02-03 10:21:48.524794,2025-02-03 13:45:06.586505,Critical,Closed,C004,account locked,Legal,A0051,99.0,0
T0003780,2025-07-25 05:09:48.524794,2025-07-25 12:09:00.796895,High,Resolved,C009,Access Req,HR,A0052,56.0,0
T0000158,2024-07-16 06:31:48.524794,2024-07-16 12:31:31.273287,P3,Closed,C008,APPLICATION CRASH,Operations,A0051,57.0,0
T0002709,2025-04-05 11:54:48.524794,2025-04-06 07:48:36.863496,P3,Closed,C010,Security Incident,Operations,A0059,66.0,0
T0002487,2025-03-13 02:38:48.524794,2025-03-16 00:56:44.578970,P4,Resolved,C007,Peripheral,HR,A0025,56.0,0
T0000646,2024-09-02 07:07:48.524794,,P3,Pending User,C008,App Crash,HR,A0028,160.0,0
T0002996,2025-05-07 00:45:48.524794,2025-05-07 08:29:24.651593,P2,Closed,C011,Performance / Slowness,Marketing,A0033,9.0,0
T0001211,2024-10-31 18:03:48.524794,2024-11-01 03:46:03.925009,P2,Closed,C006,Replace Laptop,Sales,A0037,43.0,1
T0003724,2025-07-17 15:00:48.524794,2025-07-18 04:12:58.997034,Medium,Resolved,C003,WI-FI / LAN CONNECTIVITY,Marketing,A0030,28.0,1
T0001732,2024-12-27 01:03:48.524794,2024-12-31 10:44:29.235154,P4,Resolved,C012,MS Teams / Collaboration,Operations,A0032,90.0,0
T0005155,2025-12-16 18:52:48.524794,,Low,In Progress,C005,Install Software,HR,A0022,7.0,0
T0000925,2024-10-01 03:13:48.524794,2024-10-01 12:42:09.107958,P-3,Closed,C009,NEW ACCESS,IT,A0008,72.0,1
T0004859,2025-11-17 12:18:48.524794,,P1,Open,C012,MS Teams / Collaboration,Finance,A0007,6.0,0
T0004443,2025-10-02 18:40:48.524794,,P3,Open,C008,App Crash,Operations,A0059,42.0,1
T0002054,2025-01-27 22:46:48.524794,2025-01-28 04:44:54.781423,Medium,Closed,C007,Printer Issue,IT,A0020,32.0,0
T0002568,2025-03-21 17:56:48.524794,2025-03-22 10:17:13.692173,P2,Closed,C010,Alert - Security,Marketing,A0052,26.0,1
T0001921,2025-01-14 18:27:48.524794,,Medium,pending user,C008,Application Crash,IT,A0011,8.0,0
T0004015,2025-08-18 19:24:48.524794,2025-08-19 15:15:32.246839,P4,Closed,C003,Wifi Issue,Engineering,A0018,19.0,0
T0002503,2025-03-14 23:03:48.524794,,Low,Pending User,C009,new access,Operations,A0055,1.0,0
T0004409,2025-09-28 18:51:48.524794,,P3,Open,C009,New Access,Operations,A0022,91.0,0
T0004269,2025-09-14 11:32:48.524794,2025-09-15 18:14:43.656362,Medium,Resolved,C008,Application Failure,Finance,A0026,60.0,0
T0000878,2024-09-26 08:01:48.524794,2024-09-26 23:15:51.488572,Medium,Closed,C003,LAN Connectivity,HR,A0041,4.0,1
T0000742,2024-09-11 16:44:48.524794,2024-09-12 00:01:53.479276,P2,Closed,C006,Hardware Replacement,Customer Support,A0001,44.0,0
T0001007,2024-10-08 22:12:48.524794,,P4,In Progress,C009,Access Req,Operations,A0037,47.0,0
T0001136,2024-10-23 14:57:48.524794,2024-10-23 21:48:52.981553,P3,Closed,C008,App Crash,Sales,A0030,22.0,0
T0000398,2024-08-07 00:49:48.524794,2024-08-07 08:40:37.889750,P3,Closed,C011,Slowness,Sales,A0031,9.0,0
T0004733,2025-11-02 12:35:48.524794,,P3,In Progress,C001,Outlook Issue,Customer Support,A0041,21.0,0
T0002626,2025-03-28 05:55:48.524794,2025-03-28 13:00:40.737040,P1,Closed,C009,Access Request,Legal,A0029,25.0,0
T0001069,2024-10-16 15:27:48.524794,2024-10-21 15:35:16.706174,P4,Closed,C011,PERFORMANCE / SLOWNESS ,Operations,A0044,81.0,0
T0004391,2025-09-27 03:26:48.524794,2025-09-29 09:28:34.684703,P3,Resolved,C009,New Access,Customer Support,A0013,20.0,0
T0003281,2025-06-02 12:28:48.524794,2025-06-02 20:20:57.921894,P3,Resolved,C002,Remote Access,HR,A0042,84.0,1
T0004701,2025-10-29 12:19:48.524794,,P1,In progress,C008,app crash,Customer Support,A0041,51.0,0
T0003102,2025-05-16 23:17:48.524794,2025-05-17 16:05:24.673844,P3,Closed,C001,Email,Finance,A0018,38.0,0
T0002222,2025-02-12 12:56:48.524794,,P3,In Progress,C011,performance / slowness,Legal,A0032,2.0,0
T0000364,2024-08-04 20:41:48.524794,2024-08-05 18:00:37.494102,P4,Resolved,C012,Teams Issue,Sales,A0008,54.0,0
T0004068,2025-08-25 00:56:48.524794,2025-08-25 16:55:48.003724,Medium,Resolved,C008,Application Failure,Engineering,A0033,193.0,0
T0001355,2024-11-16 04:40:48.524794,2024-11-18 10:53:24.995071,Medium,Resolved,C002,VPN,Procurement,A0055,40.0,0
T0000245,2024-07-24 22:00:48.524794,,P2,Pending User,C009,new access,Engineering,A0031,,0
T0004101,2025-08-28 19:58:48.524794,,P2,In Progress,C001,Outlook Issue,Marketing,A0012,18.0,0
T0001321,2024-11-12 00:43:48.524794,2024-11-12 09:45:06.219173,P3,Resolved,C006,Hardware Replace,Procurement,A0048,3.0,0
T0004175,2025-09-05 22:50:48.524794,,P-4,Open,C004,Password Reset / Account Lock,Engineering,A0012,39.0,0
T0001579,2024-12-09 19:34:48.524794,2024-12-10 19:21:11.035589,Medium,Closed,C006,Replace Laptop,HR,A0038,62.0,0
T0003064,2025-05-12 12:01:48.524794,2025-05-17 05:18:20.217527,P-4,Closed,C005,Install Software,Engineering,A0027,6.0,1
T0000966,2024-10-05 09:01:48.524794,2024-10-10 14:45:34.401940,P4,Resolved,C012,Teams Issue,IT,A0029,51.0,0
T0004734,2025-11-02 12:49:48.524794,2025-11-02 15:31:21.594295,P2,Closed,C007,Printer Issue,Engineering,A0021,,0
T0004815,2025-11-13 03:21:48.524794,2025-11-14 11:20:37.928775,P4,Resolved,C008,Application Crash,HR,A0001,49.0,0
T0001079,2024-10-17 17:38:48.524794,2024-10-22 23:36:51.374416,P4,Closed,C012,MS Teams / Collaboration,Sales,A0006,33.0,0
T0000255,2024-07-26 08:20:48.524794,2024-07-27 18:37:57.418797,P3,Closed,C010,Alert - Security,Engineering,A0045,89.0,0
T0003824,2025-07-29 22:58:48.524794,2025-07-30 13:37:09.628578,P3,Closed,C004,Pwd Reset,Finance,A0027,,0
T0000551,2024-08-23 02:00:48.524794,2024-08-23 03:28:03.257672,P1,Closed,C003,Wi-Fi / LAN Connectivity ,Engineering,A0026,92.0,0
T0004023,2025-08-19 08:26:48.524794,2025-08-20 22:11:47.430523,P3,Closed,C003,wi-fi / lan connectivity,Operations,A0035,16.0,0
T0000533,2024-08-20 17:51:48.524794,2024-08-23 16:05:03.646401,P4,Closed,C004,Password Reset / Account Lock,Legal,A0052,8.0,0
T0000334,2024-08-02 04:38:48.524794,,P-3,Open,C011,Performance / Slowness,Customer Support,A0058,36.0,0
T0002555,2025-03-20 04:06:48.524794,2025-03-20 11:51:24.090564,P-2,Resolved,C002,VPN,Engineering,A0044,46.0,0
T0003884,2025-08-04 10:26:48.524794,2025-08-04 20:43:41.684516,P3,Closed,C005,Software Installation,Sales,A0007,37.0,0
T0004283,2025-09-16 00:49:48.524794,2025-09-16 20:13:01.615723,P3,Resolved,C012,TEAMS ISSUE,Legal,A0003,20.0,0
T0001353,2024-11-15 22:44:48.524794,2024-11-16 16:53:18.824419,P3,Resolved,C004,Password Reset / Account Lock,Procurement,A0043,148.0,0
T0001265,2024-11-06 12:42:48.524794,2024-11-07 03:53:47.490736,P3,Resolved,C001,EMAIL,Customer Support,A0052,96.0,0
T0004477,2025-10-07 00:31:48.524794,2025-10-07 07:35:48.369930,P2,Closed,C009,ACCESS REQUEST,Customer Support,A0010,82.0,0
T0000923,2024-09-30 17:14:48.524794,,P2,In Progress,C002,VPN,Marketing,A0017,77.0,0
T0002999,2025-05-07 03:00:48.524794,2025-05-07 21:55:06.162214,P3,Resolved,C011,Performance / Slowness,Engineering,A0019,7.0,0
T0003243,2025-05-30 03:12:48.524794,2025-05-30 09:44:56.547377,High,Closed,C003,wifi issue,Customer Support,A0047,34.0,0
T0000403,2024-08-07 14:33:48.524794,2024-08-07 20:03:31.268183,P2,Closed,C004,Password Reset / Account Lock,Legal,A0032,12.0,0
T0001806,2025-01-02 08:39:48.524794,,P1,In Progress,C010,alert - security,Finance,A0059,21.0,0
T0001252,2024-11-05 05:34:48.524794,2024-11-06 00:05:12.192613,P2,Closed,C008,application crash,Finance,A0017,11.0,0
T0004080,2025-08-26 11:35:48.524794,,P3,Pending User,C011,Slowness,Operations,A0013,78.0,0
T0003235,2025-05-29 09:26:48.524794,2025-05-29 10:55:29.648780,P1,Resolved,C005,Software Installation,Operations,A0039,4.0,1
T0004738,2025-11-02 17:04:48.524794,2025-11-03 14:01:21.689276,P3,Resolved,C008,app crash,Customer Support,A0041,18.0,0
T0004562,2025-10-14 16:21:48.524794,2025-10-15 06:33:03.691236,P3,Closed,C004,Password Reset / Account Lock,Engineering,A0049,2.0,0
T0000408,2024-08-08 00:28:48.524794,,P3,Open,C008,App Crash,Operations,A0005,22.0,0
T0001297,2024-11-09 22:10:48.524794,2024-11-12 08:16:28.401816,P4,Closed,C006,Replace Laptop,IT,A0019,1.0,0
T0004827,2025-11-14 14:17:48.524794,,P3,In Progress,C010,Security Alert,Marketing,A0017,,0
T0003274,2025-06-01 20:58:48.524794,,P3,Pending User,C004,Account Locked,Marketing,A0032,26.0,0
T0004571,2025-10-16 00:12:48.524794,,P4,In Progress,C003,WI-FI / LAN CONNECTIVITY,Marketing,A0002,51.0,0
T0005007,2025-12-02 02:59:48.524794,2025-12-02 10:53:42.953746,P3,Resolved,C009,access req,IT,A0053,95.0,0
T0001260,2024-11-06 05:37:48.524794,2024-11-06 18:22:44.111650,P3,Closed,C001,Email,HR,A0023,24.0,1
T0002365,2025-02-27 12:36:48.524794,2025-02-27 15:56:13.339156,High,Resolved,C001,Outlook Issue,Finance,A0019,13.0,0
T0001103,2024-10-20 01:06:48.524794,,P4,In Progress,C004,Password Reset / Account Lock,Sales,A0002,41.0,0
T0001908,2025-01-13 10:40:48.524794,,P3,In Progress,C003,Wi-Fi / LAN Connectivity,Customer Support,A0045,35.0,0
T0001017,2024-10-10 11:38:48.524794,,P3,Pending User,C008,App Crash,Legal,A0003,11.0,0
T0004927,2025-11-24 16:24:48.524794,,P4,Open,C011,slowness,Engineering,A0041,176.0,1
T0001734,2024-12-27 03:10:48.524794,,P3,Pending User,C002,VPN,Sales,A0051,,0
T0000616,2024-08-30 09:05:48.524794,,P3,Open,C012,MS Teams / Collaboration,Legal,A0056,76.0,0
T0004870,2025-11-18 15:39:48.524794,,P3,In Progress,C011,Slowness,HR,A0012,1.0,0
T0002302,2025-02-20 12:48:48.524794,2025-02-20 14:34:01.290646,P2,Resolved,C004,Account Locked,Customer Support,A0034,297.0,0
T0003333,2025-06-08 01:08:48.524794,,P-3,Open,C003,LAN Connectivity,IT,A0026,123.0,0
T0001118,2024-10-21 09:12:48.524794,2024-10-21 11:31:52.520241,Critical,Resolved,C003,wifi issue,IT,A0005,75.0,0
T0000536,2024-08-20 22:00:48.524794,2024-08-22 22:49:16.146827,P4,Closed,C003,Wifi Issue,Engineering,A0057,23.0,0
T0003196,2025-05-25 11:38:48.524794,2025-05-28 00:19:28.452614,P4,Closed,C004,password reset / account lock,Engineering,A0052,116.0,0
T0001622,2024-12-14 03:37:48.524794,2024-12-15 00:13:26.814987,P3,Resolved,C003,LAN Connectivity,Operations,A0007,31.0,0
T0004749,2025-11-04 11:13:48.524794,2025-11-04 16:29:47.539510,P2,Closed,C010,Alert - Security,Engineering,A0015,,0
T0000860,2024-09-24 17:49:48.524794,,Medium,Open,C001,Email,Procurement,A0021,8.0,0
T0001345,2024-11-15 03:28:48.524794,,P3,In Progress,C003,LAN Connectivity ,Operations,A0044,,1
T0004270,2025-09-14 16:12:48.524794,2025-09-16 12:27:50.653648,P3,Closed,C005,Software Install,Finance,A0036,44.0,0
T0002078,2025-01-29 22:21:48.524794,2025-01-30 06:18:40.553681,P2,Closed,C009,New Access,Customer Support,A0007,126.0,0
T0003986,2025-08-15 06:38:48.524794,2025-08-16 23:34:35.202313,P3,Resolved,C008,APP CRASH,Engineering,A0039,235.0,0
T0004898,2025-11-21 15:32:48.524794,2025-11-22 12:03:33.968996,P3,Closed,C001,Email Issue,Customer Support,A0048,73.0,0
T0003581,2025-07-03 03:03:48.524794,,P3,Open,C011,Slowness,Customer Support,A0013,34.0,0
T0001593,2024-12-10 23:31:48.524794,2024-12-11 08:05:07.890218,P3,CLOSED,C007,Peripheral,HR,A0060,53.0,0
T0004969,2025-11-28 15:34:48.524794,,Medium,Open,C005,SOFTWARE INSTALLATION,Customer Support,A0010,19.0,0
T0004726,2025-11-01 21:15:48.524794,,P2,Pending User,C006,Hardware Replacement,Finance,A0049,15.0,0
T0001172,2024-10-27 15:08:48.524794,,P3,PENDING USER,C009,Access Req,Legal,A0057,3.0,0
T0002424,2025-03-05 09:01:48.524794,,P3,In Progress,C011,SLOWNESS,Procurement,A0059,30.0,0
T0001369,2024-11-16 20:42:48.524794,,Medium,Open,C009,access request,Engineering,A0017,44.0,0
T0003461,2025-06-21 23:44:48.524794,,P3,In Progress,C009,ACCESS REQ,Customer Support,A0043,93.0,0
T0001164,2024-10-26 16:27:48.524794,2024-10-28 14:51:13.839302,P4,Closed,C005,Install Software,Procurement,A0031,12.0,0
T0001067,2024-10-16 12:35:48.524794,,Medium,Open,C004,Account Locked,Legal,A0018,22.0,0
T0000142,2024-07-14 04:38:48.524794,2024-07-14 14:56:54.455876,P3,Closed,C010,Alert - Security,Engineering,A0044,78.0,0
T0000597,2024-08-28 04:31:48.524794,,Medium,Open,C008,application crash,Engineering,A0040,335.0,0
T0003214,2025-05-27 15:54:48.524794,2025-05-28 14:46:33.086116,P3,Closed,C011,Performance / Slowness,Finance,A0014,30.0,1
T0004455,2025-10-04 15:09:48.524794,,P3,Open,C004,pwd reset,Engineering,A0041,197.0,0
T0003403,2025-06-16 04:12:48.524794,,P2,In Progress,C006,Replace Laptop,Engineering,A0057,79.0,0
T0003642,2025-07-09 19:53:48.524794,2025-07-10 11:18:59.663502,P3,Closed,C002,VPN / Remote Access,Engineering,A0057,104.0,0
T0003385,2025-06-14 15:32:48.524794,2025-06-15 18:59:08.277137,P4,Closed,C004,Pwd Reset,Engineering,A0024,61.0,0
T0001498,2024-11-30 20:45:48.524794,2024-12-01 18:40:14.707195,P3,Closed,C003,Wifi Issue,Engineering,A0008,1.0,0
T0004658,2025-10-25 06:10:48.524794,2025-10-26 18:06:37.342822,P3,Resolved,C001,Email Issue,Sales,A0002,81.0,0
T0000532,2024-08-20 16:25:48.524794,,P2,Open,C009,Access Req,Customer Support,A0006,69.0,0
T0000402,2024-08-07 13:01:48.524794,,P2 ,Open,C007,Printer Issue,CustomerService,A0042,38.0,0
T0001309,2024-11-10 19:15:48.524794,,Low,Pending User,C004,Pwd Reset,Engineering,A0048,2.0,0
T0002321,2025-02-22 09:27:48.524794,2025-02-23 08:33:47.203753,P3,Closed,C008,Application Failure,Finance,A0047,,0
T0003957,2025-08-13 00:06:48.524794,2025-08-13 03:31:14.930759,P1,Closed,C009,New Access,Legal,A0051,20.0,0
T0003351,2025-06-10 16:14:48.524794,2025-06-12 04:53:11.684578,P4,Closed,C008,APPLICATION FAILURE,Finance,A0045,331.0,0
T0002820,2025-04-18 02:33:48.524794,,P4,In Progress,C012,Collaboration Tool,Sales,A0035,43.0,0
T0002684,2025-04-03 00:53:48.524794,2025-04-03 21:02:28.427353,P3,Closed,C012,collaboration tool,Engineering,A0018,91.0,0
T0002617,2025-03-27 09:00:48.524794,,P3,In Progress,C003,Wi-Fi / LAN Connectivity,Finance,A0039,86.0,0
T0004222,2025-09-09 16:39:48.524794,,P2,Pending User,C006,Hardware Replace,Engineering,A0004,6.0,1
T0001848,2025-01-06 20:41:48.524794,,P3,OPEN,C010,SECURITY INCIDENT,Finance,A0045,75.0,0
T0000637,2024-09-01 10:58:48.524794,,P3,Open,C001,Outlook Issue,Sales,A0040,26.0,0
T0002665,2025-04-01 06:27:48.524794,2025-04-05 02:49:00.430489,Low,Closed,C007,Peripheral,Engineering,A0031,90.0,0
T0002730,2025-04-07 03:18:48.524794,,P2,Pending User,C006,Hardware Replace,Engineering,A0021,42.0,0
T0001859,2025-01-07 10:16:48.524794,,P3,Open,C008,APP CRASH ,IT,A0018,315.0,0
