TicketID,Status,ChangeDate,ActionType
T0000433,Resolved,2024-08-11 17:12:14.511556,Status Change
T0001689,In Progress,2024-12-23 14:05:35.153979,Status Change
T0002568,Resolved,2025-03-21 22:03:46.118675,Status Change
T0004547,In Progress,2025-10-14 06:06:37.924970,Status Change
T0003980,Closed,2025-08-15 19:35:13.564885,Closed
T0001889,Open,2025-01-10 05:02:48.524794,Assigned
T0003045,Pending User,2025-05-12 00:53:34.751671,Status Change
T0004258,Pending User,2025-09-14 04:35:25.726844,Status Change
T0002813,Resolved,2025-04-19 04:18:19.998360,Status Change 
T0000650,In Progress,2024-09-03 16:20:50.172276,Status Change
T0001548,Open,2024-12-06 13:42:48.524794,Created
T0004062,In Progress,2025-08-27 04:30:03.610236,Reassigned
T0004649,Open,2025-10-23 19:13:48.524794,Assigned
T0003932,Open,2025-08-10 10:14:48.524794,Assigned
T0003517,In Progress,2025-06-29 00:41:03.982150,Status Change
T0002376,In-Progress,2025-03-01 21:42:03.622434,Status Change
T0003492,Open,2025-06-25 02:00:48.524794,Assigned
T0003629,Open,2025-07-08 14:24:48.524794,Assigned
T0001459,Closed,2024-11-27 14:21:43.087270,Closed
T0003849,PENDING USER,2025-08-03 22:18:22.791119,Status Change
T0000373,Open,2024-08-05 11:17:48.524794,Assigned
T0002230,Open,2025-02-13 15:15:48.524794,Created
T0003440,Pending User,2025-06-21 20:26:58.497454,Status Change
T0002045,Pending User,2025-01-28 19:20:27.292922,Status Change
T0003303,Closed,2025-06-06 02:03:57.523457,Closed
T0005034,Open,2025-12-04 08:21:48.524794,Assigned
T0004907,Closed,2025-11-23 22:08:14.864787,Closed
T0002791,Open,2025-04-15 17:58:48.524794,Created
T0004630,Closed,2025-10-24 15:22:26.718105,Closed
T0002480,In Progress,2025-03-14 07:00:21.770474,Reassigned
T0004531,Closed,2025-10-12 10:22:53.255121,Closed
T0004289,Open,2025-09-16 13:31:48.524794,Assigned
T0002567,Open,2025-03-21 18:25:48.524794,Assigned
T0002003,In Progress,2025-01-23 05:10:36.268362,Status Change
T0001003,In Progress,2024-10-09 02:12:20.460925,Status Change
T0001580,In Progress,2024-12-10 10:59:14.450678,Status Change
T0001368,Resolved,2024-11-17 08:40:31.109239,Status Change
T0005020,In Progress,2025-12-05 02:53:59.547960,Status Change
T0003605,Open,2025-07-06 07:03:48.524794,Created
T0004191,Open,2025-09-06 22:59:48.524794,Assigned
T0004419,IN PROGRESS,2025-10-01 02:27:38.644410,Reassigned
T0003426,In Progress,2025-06-21 01:05:30.583026,Status Change
T0002829,Open,2025-04-19 10:08:48.524794,Created
T0004186,Open,2025-09-06 12:16:48.524794,Assigned
T0003247,Resolved,2025-05-31 23:04:23.192878,Status Change
T0005009,Open,2025-12-02 03:47:48.524794,Created
T0002061,Open,2025-01-28 14:59:48.524794,Created
T0002553,Pending User,2025-03-21 01:49:42.891345,Status Change
T0002495,Pending User,2025-03-15 20:31:49.459166,Status Change
T0003263,Open,2025-06-01 05:11:48.524794,Assigned
T0000392,Open,2024-08-06 20:36:48.524794,Created
T0002005,Open,2025-01-23 04:36:48.524794,Created
T0004655,Open,2025-10-24 14:21:48.524794,Created
T0002076,Open,2025-01-29 21:27:48.524794,Created
T0001156,Resolved,2024-10-26 23:30:18.531142,Status Change
T0002267,In Progress,2025-02-19 17:57:03.124005,Status Change
T0004598,Open,2025-10-18 06:18:48.524794,Assigned
T0002771,Open,2025-04-13 03:41:48.524794,Created
T0000397,Open,2024-08-07 00:35:48.524794,Assigned
T0004438,Closed,2025-10-04 05:03:42.766968,Closed
T0000460,Closed,2024-08-15 06:30:05.414837,Closed
T0001113,Closed,2024-10-21 16:45:07.657769,Closed
T0003550,Open,2025-07-01 03:11:11.157148,Reopened
T0002368,In Progress,2025-02-28 01:19:16.284164,Status Change
T0000461,IN PROGRESS,2024-08-13 09:43:54.112946,Status Change
T0003883,Open,2025-08-04 10:04:48.524794,Assigned
T0003107,PENDING USER,2025-05-18 07:09:01.027459,Status Change
T0002304,Closed,2025-02-21 01:35:38.214720,Closed
T0000826,Open,2024-09-21 01:45:48.524794,Assigned
T0003716,Pending User,2025-07-18 06:51:13.140260,Status Change
T0003383,Pending User,2025-06-15 03:55:14.727950,Status Change
T0001925,Pending User,2025-01-16 04:10:51.295890,STATUS CHANGE
T0004870,In Progress,2025-11-19 08:32:38.131382,Reassigned
T0004888,IN PROGRESS,2025-11-20 15:31:46.871983,Status Change
T0004961,Pending User,2025-11-28 05:40:34.989445,Status Change
T0002031,Open,2025-01-25 18:36:48.524794,Created
T0000805,Resolved,2024-09-20 09:26:46.508383,Status Change
T0004353,Closed,2025-09-22 18:15:12.109815,Closed
T0002189,Resolved,2025-02-12 05:14:58.296535,Status Change
T0001780,Pending User,2025-01-02 05:28:57.447597,Status Change
T0001969,IN PROGRESS,2025-01-20 16:54:48.701212,STATUS CHANGE
T0004522,Pending User,2025-10-13 14:39:35.537874,Status Change
T0004438,Resolved,2025-10-04 05:45:12.522872,Status Change
T0005175,Open,2025-12-19 04:50:48.524794,Assigned
T0000070,Open,2024-07-06 22:39:48.524794,Created
T0004736,Open,2025-11-02 17:28:48.524794,Assigned
T0004681,Open,2025-10-27 05:33:48.524794,Assigned
T0002499,Open,2025-03-14 03:02:48.524794,Created
T0002313,Resolved,2025-02-24 14:56:27.566772,Status Change
T0002986,Open,2025-05-06 04:45:48.524794,Assigned
T0004795,Pending User,2025-11-12 05:35:34.977504,Status Change
T0003110,Open,2025-05-17 11:19:48.524794,Assigned
T0004775,Resolved,2025-11-08 07:45:41.712001,Status Change
T0002252,Open,2025-02-16 01:18:48.524794,Created
T0003140,In Progress,2025-05-21 21:04:31.959356,Reassigned
T0003711,Pending_User,2025-07-17 09:37:37.063545,Status Change
T0002982,Open,2025-05-05 12:59:48.524794,Assigned
T0002193,Open,2025-02-10 03:35:48.524794,Created
T0003032,Resolved,2025-05-12 14:07:32.562929,Status Change
T0004008,Open,2025-08-17 14:32:48.524794,Assigned
T0004174,Closed,2025-09-05 23:03:19.619464,Closed
T0001106,Pending User,2024-10-23 21:07:00.249111,Status Change
T0003090,Pending User,2025-05-16 13:00:04.677985,Status Change
T0005183,Pending User,2025-12-19 22:14:09.387253,Status Change
T0003730,Resolved,2025-07-20 13:16:16.160903,Status Change
T0003317,Open,2025-06-06 15:12:48.524794,Created
T0001045,Open,2024-10-13 20:51:48.524794,Assigned
T0005015,Resolved,2025-12-03 20:46:59.407890,Status Change
T0005084,Open,2025-12-09 04:27:48.524794,Assigned
T0003117,Open,2025-05-17 23:02:48.524794,Assigned
T0003503,In Progress,2025-06-28 13:58:15.716959,Status Change
T0004617,Open,2025-10-20 23:36:48.524794,Created
T0002555,Open,2025-03-20 04:06:48.524794,Created
T0004041,Pending User,2025-08-21 23:20:48.936365,Status Change
T0004112,Closed,2025-09-03 15:15:36.416651,Closed
T0002004,Closed,2025-01-24 00:08:11.417131,CLOSED
T0004040,Closed,2025-08-22 08:23:06.198847,Closed
T0000993,Open,2024-10-07 15:12:48.524794,Created
T0000537,Open,2024-08-21 00:44:48.524794,Created
T0001473,Open,2024-11-28 09:42:48.524794,Assigned
T0004354,Open,2025-09-23 00:37:48.524794,Assigned
T0001256,Open,2024-11-05 17:06:48.524794,Created
T0004200,Pending User,2025-09-08 12:20:22.119556,Status Change
T0003998,Closed,2025-08-17 01:56:16.344025,Closed
T0000211,In Progress,2024-07-21 22:11:50.593762,Status Change
T0001515,Open,2024-12-02 11:17:48.524794,Assigned
T0002518,Pending User,2025-03-17 20:37:07.192762,STATUS CHANGE
T0005166,Resolved,2025-12-18 16:37:33.459379,Status Change
T0003572,Pending User,2025-07-04 12:55:11.992013,STATUS CHANGE
T0003917,Pending User,2025-08-09 02:41:32.094526,Status Change
T0004385,Closed,2025-09-29 03:48:33.372729,CLOSED
T0000943,Open,2024-10-03 01:55:48.524794,Created
T0005058,In Progress,2025-12-07 14:40:10.148335,Status Change
T0003994,Resolved,2025-08-17 10:14:11.510558,Status Change
T0002762,Open,2025-04-12 11:41:48.524794,Created
T0004615,In Progress,2025-10-22 11:02:27.861564,Status Change
T0002468,Pending User,2025-03-12 11:34:25.448404,Status Change
T0004051,In Progress,2025-08-23 16:09:36.779855,Status Change
T0005079,Resolved,2025-12-11 03:34:52.475154,Status Change
T0002363,Closed,2025-03-02 04:43:04.779746,Closed
T0004766,Resolved,2025-11-08 10:40:03.864880,Status Change
T0004513,Open,2025-10-10 14:40:48.524794,Created
T0002154,In Progress,2025-02-07 05:37:35.147537,Status Change
T0001233,open,2024-11-02 20:50:48.524794,Assigned
T0000866,Pending User,2024-09-25 16:23:20.364060,Status Change
T0001600,Open,2024-12-11 16:17:48.524794,Assigned
T0003217,In Progress,2025-05-28 10:28:05.751520,Status Change
T0004141,Open,2025-09-02 18:19:48.524794,Created
T0003009,Open,2025-05-07 22:45:48.524794,Assigned
T0003545,Open,2025-06-29 20:26:48.524794,assigned
T0000955,Open,2024-10-04 11:23:48.524794,Assigned
T0004776,Closed,2025-11-12 12:28:58.457355,Closed
T0000963,Open,2024-10-05 06:22:48.524794,Assigned
T0001056,Closed,2024-10-15 15:19:21.532870,Closed
T0000056,Open,2024-07-05 20:40:48.524794,Assigned
T0000482,Pending User,2024-08-15 23:47:26.267538,Status Change
T0003542,In Progress,2025-07-03 04:09:45.952765,Reassigned
T0003801,Resolved,2025-07-30 02:39:55.643988,Status Change
T0002248,In Progress,2025-02-16 12:52:07.941315,Status Change
T0005015,Pending User,2025-12-05 01:15:18.883022,Status Change
T0003035,Open,2025-05-09 22:37:48.524794,Created
T0002400,Open,2025-03-03 19:43:48.524794,Created
T0003420,Open,2025-06-18 21:11:48.524794,Created
T0004735,Closed,2025-11-05 05:35:36.025424,Closed
T0000430,In Progress,2024-08-11 04:24:48.680499,reassigned
T0002059,Pending User,2025-01-31 00:51:19.766367,Status Change
T0002416,Pending User,2025-03-05 02:15:10.465480,Status Change
T0003764,In Progress,2025-07-23 10:03:25.830934,Status Change
T0001127,Open,2024-10-22 06:39:48.524794,Created
T0002396,Open,2025-03-02 17:02:48.524794,Assigned
T0000123,Resolved,2024-07-13 06:01:58.882273,Status Change
T0001140,Open,2024-10-24 02:22:48.524794,Created
T0004339,Open,2025-09-20 14:47:48.524794,Created
T0002781,Resolved,2025-04-15 16:49:44.907057,Status Change
T0003826,Open,2025-07-30 06:27:48.524794,Assigned
T0001003,Open,2024-10-08 08:11:48.524794,Created
T0004545,Open,2025-10-13 08:25:48.524794,Created
T0000966,Closed,2024-10-10 14:45:34.401940,Closed
T0002741,Pending User,2025-04-11 09:06:27.548030,Status Change
T0003337,Open,2025-06-08 06:03:48.524794,Assigned
T0004493,IN PROGRESS,2025-10-09 12:00:11.318639,Status Change
T0003837,Resolved,2025-08-02 01:28:19.401225,Status Change
T0000580,Open,2024-08-25 18:13:48.524794,Assigned
T0001836,Resolved,2025-01-06 09:05:52.581124,Status Change
T0004261,Open,2025-09-13 22:06:48.524794,Assigned
T0001464,Pending User,2024-11-28 08:55:27.487158,Status Change
T0003475,Closed,2025-06-23 19:31:37.452857,Closed
T0002108,Pending User,2025-02-02 01:55:48.765714,Status Change
T0000651,Closed,2024-09-03 21:42:33.328211,Closed
T0001630,Open,2024-12-15 03:30:48.524794,Assigned
T0000193,Closed,2024-07-20 15:44:08.385680,Closed
T0003776,Open,2025-07-24 21:48:48.524794,Assigned
T0000807,In Progress,2024-09-21 00:24:31.689874,Reassigned
T0001509,Open,2024-12-01 20:09:48.524794,Assigned
T0001549,In Progress,2024-12-07 07:28:27.529777,Status Change
T0003792,Closed,2025-07-26 21:34:26.482992,Closed
T0001008,Open,2024-10-09 00:46:48.524794,Created
T0002193,Open,2025-02-10 03:56:48.524794,Assigned
T0001162,In Progress,2024-10-28 01:56:33.265696,Status Change
T0004474,Open,2025-10-09 14:23:22.315521,Reopened
T0004478,Open,2025-10-07 00:44:48.524794,Created
T0000264,Closed,2024-07-27 06:29:40.325250,Closed
T0003782,Open,2025-07-25 12:01:48.524794,Created
T0003025,Open,2025-05-09 02:29:48.524794,Created
T0004877,Pending User,2025-11-21 12:58:04.415112,Status Change
T0000506,Closed,2024-08-17 12:08:23.496853,Closed
T0003651,Pending User,2025-07-11 11:22:45.025282,Status Change
T0000595,In Progress,2024-08-28 06:37:29.894785,Status Change
T0005198,In Progress,2025-12-21 10:12:48.576688,Status Change
T0004157,Open,2025-09-04 03:50:48.524794,Assigned
T0000219,Closed,2024-07-24 10:44:04.740675,Closed
T0004929,Open,2025-11-24 19:17:48.524794,Created
T0004362,Closed,2025-09-24 03:55:07.868558,Closed
T0000559,Closed,2024-08-25 15:46:02.913591,Closed
T0000319,Open,2024-07-31 20:00:48.524794,Assigned
T0004905,Closed,2025-11-23 13:26:15.968249,Closed
T0000742,In Progress,2024-09-14 08:33:11.888673,Status Change
T0000006,PENDING USER,2024-07-01 03:32:54.114905,Status Change
T0001597,Pending User,2024-12-12 19:38:13.399062,Status Change
T0001186,Resolved,2024-10-30 15:01:32.159654,Status Change
T0002670,Pending User,2025-04-02 20:09:31.480820,Status Change
T0003075,In Progress,2025-05-16 09:26:23.026550,Status Change
T0002321,Pending User,2025-02-23 15:13:06.245690,Status Change
T0001401,Open,2024-11-21 18:36:48.524794,Assigned
T0002691,Pending User,2025-04-06 13:46:35.791755,Status Change
T0002180,In Progress,2025-02-10 03:23:08.636768,Status Change
T0000175,Open,2024-07-18 07:23:48.524794,Assigned
T0000810,Open,2024-09-19 11:55:48.524794,Created
T0003480,Closed,2025-06-23 22:36:20.717369,Closed
T0000746,In Progress,2024-09-13 15:08:48.071651,Reassigned
T0004659,Closed,2025-10-25 17:12:39.568428,Closed
T0003557,Resolved,2025-07-01 18:18:11.764115,Status Change
T0004719,In Progress,2025-11-01 22:29:08.270393,Status Change
T0000993,In Progress,2024-10-08 20:23:40.105506,Status Change
T0003431,In Progress,2025-06-22 15:57:52.181818,Reassigned
T0003549,In Progress,2025-07-02 04:29:34.020235,Reassigned
T0003859,Open,2025-08-02 03:11:48.524794,Assigned
T0001204,Pending User,2024-10-31 10:34:02.565747,Status Change
T0003240,Open,2025-05-30 04:40:48.524794,Assigned
T0003013,Closed,2025-05-08 16:21:43.366259,Closed
T0001685,Open,2024-12-21 16:41:48.524794,CREATED
T0000870,Open,2024-09-25 14:39:48.524794,Assigned
T0005050,In Progress,2025-12-08 05:53:02.531285,Status Change
T0002323,Resolved,2025-02-22 21:12:53.883649,Status Change
T0002181,Open,2025-02-08 21:28:48.524794,Created
T0000052,Open,2024-07-05 12:52:48.524794,Assigned
T0004129,Open,2025-09-01 15:58:48.524794,Assigned
T0001293,Closed,2024-11-12 12:21:16.814083,Closed
T0001740,Pending User,2024-12-29 00:24:30.828922,Status Change
T0001579,Closed,2024-12-10 19:21:11.035589,Closed
T0000221,In Progress,2024-07-22 10:10:57.285610,Status Change
T0005166,Closed,2025-12-17 20:52:39.874802,Closed
T0001139,Pending User,2024-10-24 15:41:31.905860,Status Change
T0002430,In Progress,2025-03-07 16:37:00.448545,Status Change
T0005173,IN PROGRESS,2025-12-20 04:07:11.091362,Status Change
T0004036,In Progress,2025-08-22 22:14:07.959312,Status Change
T0003293,Open,2025-06-04 04:25:48.524794,Created
T0004254,Closed,2025-09-13 23:10:11.986298,Closed
T0001211,Closed,2024-11-03 01:50:41.637688,Closed
T0003802,In Progress,2025-07-28 10:38:37.658632,Status Change
T0001457,Pending User,2024-11-28 01:13:26.220859,Status Change
T0000967,Resolved,2024-10-08 05:34:29.280797,Status Change
T0001981,In Progress,2025-01-22 14:06:54.695905,Status Change
T0001423,Open,2024-11-27 02:15:55.660622,Reopened
T0002536,Open,2025-03-18 06:59:48.524794,Created
T0003479,Closed,2025-06-24 07:50:07.510337,Closed
T0002051,Resolved,2025-01-29 01:06:59.497023,Status Change
T0005104,Pending User,2025-12-12 10:56:11.400937,Status Change
T0001941,Closed,2025-01-20 11:28:19.960199,Closed
T0004125,In Progress,2025-09-02 21:57:09.135270,Status Change
T0002272,Open,2025-02-17 17:57:48.524794,Assigned
T0004360,Open,2025-09-23 21:38:48.524794,Created
T0003924,Open,2025-08-09 11:58:48.524794,Created
T0004044,Open,2025-08-22 04:29:48.524794,Created
T0002966,Closed,2025-05-03 22:58:45.535736,Closed
T0000479,Open,2024-08-14 12:16:48.524794,Created
T0002649,Open,2025-03-30 08:49:48.524794,Created
T0000944,In Progress,2024-10-03 18:45:09.914013,Reassigned
T0000956,Closed,2024-10-04 19:13:20.991553,Closed
T0002537,PENDING USER,2025-03-21 04:14:03.381193,Status Change
T0003659,Resolved,2025-07-11 11:02:02.164309,Status Change
T0002106,In Progress,2025-02-02 11:06:28.301578,Status Change
T0002715,Open,2025-04-05 20:42:48.524794,Assigned
T0001262,Open,2024-11-06 10:12:48.524794,Assigned
T0002655,Closed,2025-04-01 02:10:53.784709,Closed
T0000010,Open,2024-06-30 09:12:48.524794,Assigned
T0003296,In Progress,2025-06-05 04:18:42.830688,Status Change
T0000545,In Progress,2024-08-23 20:10:06.671887,Status Change
T0002232,In Progress,2025-02-15 12:29:48.984731,Status Change
T0002074,Open,2025-01-29 18:26:48.524794,Assigned
T0001964,Open,2025-01-18 21:01:48.524794,Assigned
T0003903,Open,2025-08-07 16:01:48.524794,Created
T0002952,Open,2025-05-02 03:04:48.524794,Created
T0004118,Open,2025-08-31 13:21:48.524794,Created
T0002170,Pending User,2025-02-09 23:16:02.276803,Status Change
T0002403,In Progress,2025-03-04 15:05:07.329391,Status Change
T0000018,Open,2024-07-02 05:21:48.524794,Created
T0004058,Resolved,2025-08-25 08:34:46.742364,Status Change
T0004781,Resolved,2025-11-08 20:00:59.126361,Status Change
T0003768,Open,2025-07-23 12:27:48.524794,Assigned
T0000318,Open,2024-07-31 17:34:48.524794,Created
T0000446,Resolved,2024-08-13 12:03:14.854855,Status Change
T0004501,Open,2025-10-09 12:30:48.524794,Assigned
T0000495,Open,2024-08-15 23:04:48.524794,Created
T0003252,Pending_User,2025-05-31 11:24:19.841517,Status Change
T0003412,Open,2025-06-17 20:12:48.524794,Assigned
T0000851,IN PROGRESS,2024-09-25 10:24:03.670277,Status Change
T0001767,Resolved,2024-12-31 10:47:40.450400,Status Change
T0004996,In Progress,2025-12-02 20:42:06.398872,Reassigned
T0001864,Pending User,2025-01-09 08:21:47.014339,Status Change
T0002181,In Progress,2025-02-10 07:10:30.750980,Status Change
T0003244,Resolved,2025-05-31 06:18:46.082418,Status Change
T0005154,Closed,2025-12-16 18:40:02.381524,Closed
T0002727,Open,2025-04-07 01:19:48.524794,Created
T0004763,Open,2025-11-05 22:03:48.524794,Created
T0005003,Resolved,2025-12-02 17:58:59.619691,Status Change
T0003402,Pending_User,2025-06-17 15:29:55.207982,Status Change
T0001525,open,2024-12-03 22:40:48.524794,Created
T0005191,Open,2025-12-20 08:54:48.524794,Assigned
T0000122,Open,2024-07-12 13:55:48.524794,Assigned
T0000333,Resolved,2024-08-04 06:44:52.635545,Status Change
T0003658,Resolved,2025-07-11 20:54:50.135204,status change
T0004540,Open,2025-10-12 21:05:48.524794,Created
T0000161,Open,2024-07-16 09:28:48.524794,Created
T0002486,Open,2025-03-13 04:01:48.524794,Assigned 
T0002916,Closed,2025-05-03 21:49:37.786921,Closed
T0002405,Resolved,2025-03-04 23:28:48.923949,Status Change
T0001089,Closed,2024-10-18 18:47:48.957124,Closed
T0005197,Open,2025-12-21 00:49:48.524794,Assigned
T0004943,In Progress,2025-11-26 10:12:49.843124,Status Change
T0004665,Pending User,2025-10-27 19:28:21.544892,Status Change
T0003115,Closed,2025-05-19 06:13:59.188118,Closed
T0002689,Open,2025-04-03 14:44:48.524794,Assigned
T0004816,Open,2025-11-13 07:49:48.524794,Assigned
T0001920,Pending User,2025-01-16 08:52:02.504578,STATUS CHANGE
T0001002,Closed,2024-10-09 04:15:24.314554,Closed
T0002739,Open,2025-04-08 04:36:48.524794,Created
T0004526,Closed,2025-10-12 07:29:03.981601,Closed
T0002365,Pending User,2025-03-01 03:02:20.253276,Status Change
T0003559,Open,2025-06-30 13:53:48.524794,Assigned
T0001610,Resolved,2024-12-12 23:20:44.918856,Status Change
T0001968,Pending User,2025-01-21 01:09:07.147951,Status Change
T0001518,Open,2024-12-02 19:21:48.524794,Assigned
T0003311,Open,2025-06-06 01:38:48.524794,Assigned
T0001440,In Progress,2024-11-26 10:54:12.069337,Status Change
T0001849,Pending User,2025-01-07 00:38:10.050655,STATUS CHANGE 
T0002993,Open,2025-05-06 20:59:48.524794,Created
T0001029,In-Progress,2024-10-15 08:42:25.676561,status change
T0001338,Pending User,2024-11-15 01:06:05.961290,Status Change
T0004804,In Progress,2025-11-13 14:07:12.404055,Reassigned
T0002646,Open,2025-03-29 20:55:48.524794,Created
T0001493,In Progress,2024-12-02 17:15:07.103792,Status Change
T0000318,In Progress,2024-08-01 02:10:45.926575,Status Change
T0004416,Pending User,2025-10-01 12:52:43.913106,Status Change
T0000739,In Progress,2024-09-13 14:12:51.193402,Status Change
T0001871,Resolved,2025-01-11 04:48:04.699826,Status Change
T0004138,Open,2025-09-02 12:39:48.524794,Created
T0001253,Open,2024-11-07 13:15:35.318927,Reopened
T0003329,Open,2025-06-07 16:18:48.524794,Created
T0001167,Open,2024-10-26 19:41:48.524794,Assigned
T0000392,Resolved,2024-08-08 02:07:06.249315,Status Change
T0001695,Closed,2024-12-23 03:18:49.415019,Closed
T0001929,Pending User,2025-01-17 15:18:36.070826,STATUS CHANGE
T0003007,Open,2025-05-07 14:14:48.524794,Assigned
T0002762,Closed,2025-04-18 02:54:55.463370,Closed
T0002420,Closed,2025-03-05 18:27:27.973916,Closed
T0003400,Open,2025-06-15 17:33:48.524794,Created
T0002421,In Progress,2025-03-06 17:10:45.105131,Status Change
T0001651,Closed,2024-12-17 13:04:05.448703,closed
T0000813,Pending User,2024-09-20 11:29:33.063412,Status Change
T0002064,In Progress,2025-01-30 10:41:51.514892,Status Change
T0001211,Open,2024-11-02 14:22:38.578792,Reopened
T0003834,Resolved,2025-07-31 18:44:57.261933,Status Change
T0001770,Closed,2024-12-31 23:05:55.722574,Closed
T0002988,Resolved,2025-05-07 06:34:11.687442,Status Change
T0000880,Open,2024-09-26 13:20:48.524794,Created
T0003657,Closed,2025-07-11 13:03:14.400739,Closed
T0004920,Closed,2025-11-24 16:27:49.123985,Closed
T0001687,Open,2024-12-21 19:57:48.524794,Created
T0000887,In Progress,2024-09-27 22:16:56.444826,Status Change
T0003631,Open,2025-07-08 14:23:48.524794,Assigned
T0004885,Open,2025-11-20 01:26:48.524794,Assigned
T0003791,Open,2025-07-26 15:13:48.524794,Assigned
T0005187,Open,2025-12-19 21:47:48.524794,Created
T0002640,Resolved,2025-04-02 07:42:55.340400,Status Change
T0001815,Open,2025-01-03 05:39:48.524794,Assigned
T0001367,Open,2024-11-16 21:47:48.524794,Assigned
T0000852,Resolved,2024-09-24 22:08:05.891478,Status Change
T0003603,Resolved,2025-07-06 09:30:29.338907,Status Change
T0003645,Open,2025-07-09 20:17:48.524794,Created
T0003976,Open,2025-08-14 15:05:48.524794,Assigned
T0002366,In Progress,2025-02-28 20:26:00.342428,Status Change
T0000742,Closed,2024-09-12 00:01:53.479276,Closed
T0004381,Open,2025-09-25 19:09:48.524794,Created
T0004005,Pending User,2025-08-18 03:31:46.239248,Status Change
T0003760,In-Progress,2025-07-23 16:46:40.452717,Status Change
T0002213,In Progress,2025-02-12 00:17:24.296977,Status Change
T0003809,IN PROGRESS,2025-07-30 20:23:12.735332,Reassigned
T0004372,Closed,2025-09-27 13:20:12.285793,Closed
T0002507,In Progress,2025-03-16 06:52:28.854275,Status Change
T0004142,Closed,2025-09-03 18:06:25.728620,Closed
T0003995,Open,2025-08-16 11:12:48.524794,Created
T0001342,Open,2024-11-15 01:05:48.524794,Created
T0004873,In Progress,2025-11-20 22:10:01.320468,Status Change
T0002620,Open,2025-03-27 20:04:48.524794,Created
T0000570,In Progress,2024-08-25 16:39:22.160595,Reassigned
T0001376,In Progress,2024-11-19 00:15:47.628036,Status Change
T0002305,Pending User,2025-02-21 05:47:49.804642,Status Change
T0005164,Resolved,2025-12-18 14:50:00.967674,Status Change
T0002368,Closed,2025-03-02 10:19:55.887860,Closed
T0001326,Open,2024-11-12 13:31:48.524794,Assigned
T0002723,Closed,2025-04-07 04:30:13.409725,Closed
T0003911,Open,2025-08-08 12:54:48.524794,Assigned
T0004618,In Progress,2025-10-22 10:01:23.061596,Status Change
T0000537,Pending User,2024-08-21 07:48:20.560421,Status Change
T0001913,Closed,2025-01-14 23:18:12.242907,Closed
T0001340,Resolved,2024-11-14 19:36:21.270231,Status Change
T0001508,Pending User,2024-12-02 11:08:11.514256,Status Change
T0001923,In Progress,2025-01-15 02:36:29.529344,Status Change
T0002354,Open,2025-02-26 04:57:48.524794,Assigned
T0000751,Open,2024-09-12 20:36:48.524794,Created
T0000220,Open,2024-07-22 00:11:48.524794,Created
T0000390,Closed,2024-08-08 21:49:51.566401,Closed 
T0004284,Resolved,2025-09-16 23:01:53.949406,Status Change
T0003910,Open,2025-08-16 08:18:00.522950,Reopened
T0002901,In Progress,2025-04-28 05:40:10.505745,Status Change
T0004591,Pending User,2025-10-18 12:34:51.493884,Status Change
T0000669,Pending User,2024-09-05 02:07:07.417568,Status Change
T0003314,Pending User,2025-06-07 07:20:35.538081,Status Change
T0004196,Open,2025-09-07 09:47:48.524794,Assigned
T0003205,In Progress,2025-05-27 15:21:19.719204,Status Change
T0003448,Resolved,2025-06-22 10:41:10.525309,Status Change
T0004494,Open,2025-10-08 18:29:48.524794,Assigned
T0000834,In Progress,2024-09-21 23:18:18.379734,Status Change
T0004773,Pending User,2025-11-08 13:49:45.769219,Status Change
T0003064,In Progress,2025-05-13 02:38:36.537538,Status Change
T0002485,Open,2025-03-12 22:20:48.524794,Created
T0001962,In Progress,2025-01-18 15:02:20.840822,Status Change
T0004568,Closed,2025-10-17 17:21:33.036687,Closed
T0003085,Open,2025-05-15 18:24:48.524794,Assigned
T0004480,Closed,2025-10-08 03:49:15.430117,Closed
T0001964,In-Progress,2025-01-20 03:57:19.246738,Status Change
T0000758,In Progress,2024-09-13 18:18:08.098456,Reassigned
T0003546,Pending User,2025-07-01 08:12:30.776478,Status Change
T0002780,Resolved,2025-04-15 18:02:04.958103,Status Change
T0001261,Open,2024-11-06 07:36:48.524794,Created
T0002235,Open,2025-02-14 07:43:48.524794,Created
T0001903,Open,2025-01-11 20:30:48.524794,Assigned
T0002225,Closed,2025-02-13 19:05:25.866273,Closed
T0001691,In Progress,2024-12-24 06:47:56.748861,Status Change
T0002646,Pending User,2025-03-31 11:19:40.483608,Status Change
T0003319,Closed,2025-06-07 07:35:16.786467,Closed
T0000948,Open,2024-10-03 08:48:48.524794,Created
T0001175,Closed,2024-10-29 00:33:42.302195,Closed
T0001399,Pending User,2024-11-21 22:51:30.107436,Status Change
T0004760,In Progress,2025-11-06 20:38:28.305574,Status Change
T0003465,Closed,2025-06-23 16:17:14.249806,Closed
T0002176,Pending_User,2025-02-09 13:04:34.343800,Status Change
T0000234,Closed,2024-07-24 17:35:48.832253,Closed
T0004972,Closed,2025-11-30 07:30:56.270297,Closed
T0003281,Closed,2025-06-05 07:20:10.023865,Closed
T0000185,Pending User,2024-07-21 16:34:37.234924,Status Change
T0000056,Open,2024-07-05 19:56:48.524794,Created
T0000393,In progress,2024-08-08 13:47:14.939189,Reassigned
T0001279,Open,2024-11-07 11:28:48.524794,Assigned
T0002053,Open,2025-01-28 00:02:48.524794,Assigned
T0000703,Open,2024-09-08 02:35:48.524794,Created
T0003826,Resolved,2025-08-01 02:34:19.115894,Status Change
T0001674,Closed,2024-12-20 10:11:25.145157,Closed
